Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,1497,Research & Development,41,3,Human Resources,1,896,4,Male,190,1,1,Research Director,1,Married,45106,541272,2,Y,Yes,23,1,1,80,2,13,3,3,8,4,7,5
35,Yes,Non-Travel,1143,Human Resources,15,2,Other,1,897,1,Male,92,3,1,Healthcare Representative,4,Single,21743,500089,7,Y,No,13,4,2,80,2,12,6,2,11,6,5,10
40,No,Non-Travel,1009,Hardware,10,1,Medical,1,898,1,Female,69,1,4,Human Resources,3,Divorced,16929,152361,3,Y,Yes,28,3,1,80,4,16,4,1,3,2,1,3
60,Yes,Travel_Rarely,389,Software,32,2,Other,1,899,2,Male,81,2,3,Research Director,2,Divorced,48608,1020768,3,Y,No,15,3,2,80,3,36,3,4,9,5,6,6
28,No,Non-Travel,1319,Support,35,1,Human Resources,1,900,3,Male,64,4,2,Sales Representative,1,Married,34908,69816,8,Y,Yes,2,3,1,80,2,34,3,1,13,7,1,13
18,Yes,Non-Travel,412,Support,44,2,Technical Degree,1,901,3,Female,103,2,1,Research Director,3,Married,2810,2810,3,Y,No,46,3,4,80,4,17,6,3,1,1,1,1
37,No,Non-Travel,714,Software,29,4,Other,1,902,4,Male,40,4,4,Research Scientist,3,Divorced,22329,66987,2,Y,Yes,4,1,1,80,4,9,4,1,5,3,2,3
21,No,Travel_Rarely,233,Human Resources,49,3,Medical,1,903,1,Female,197,3,3,Laboratory Technician,3,Married,50822,863974,4,Y,No,33,1,2,80,1,6,6,3,3,2,3,3
28,Yes,Non-Travel,641,Sales,4,3,Human Resources,1,904,3,Female,125,3,3,Human Resources,1,Single,6595,171470,0,Y,Yes,39,4,1,80,3,31,2,1,16,3,4,5
28,Yes,Travel_Frequently,921,Human Resources,8,3,Marketing,1,905,2,Male,83,1,1,Manufacturing Director,4,Single,27407,411105,8,Y,No,47,3,4,80,3,31,4,1,11,9,11,8
40,No,Travel_Frequently,1450,Human Resources,49,4,Life Sciences,1,906,1,Male,196,4,1,Research Scientist,2,Divorced,30236,604720,2,Y,Yes,2,4,2,80,1,10,6,2,1,1,1,1
29,Yes,Travel_Frequently,624,Research & Development,2,1,Human Resources,1,907,3,Male,156,3,1,Sales Representative,4,Married,49654,248270,7,Y,Yes,38,3,3,80,3,18,3,3,2,1,1,2
43,No,Travel_Rarely,115,Support,2,4,Marketing,1,908,1,Female,48,3,5,Manager,4,Single,34772,243404,3,Y,Yes,15,3,4,80,2,16,2,3,15,15,12,2
53,Yes,Travel_Frequently,1314,Research & Development,43,5,Other,1,909,2,Female,183,3,5,Manager,4,Married,48401,968020,7,Y,No,35,1,3,80,2,35,1,2,12,2,6,2
52,No,Travel_Frequently,1087,Sales,31,5,Medical,1,910,4,Female,133,4,4,Laboratory Technician,2,Divorced,47115,1413450,8,Y,Yes,33,2,2,80,1,20,1,4,12,3,7,11
33,Yes,Travel_Frequently,1109,Research & Development,13,2,Human Resources,1,911,2,Male,173,2,4,Manager,1,Married,40474,1214220,2,Y,No,42,4,3,80,1,32,1,4,21,17,8,19
45,Yes,Non-Travel,1372,Software,46,5,Human Resources,1,912,4,Female,58,1,3,Laboratory Technician,4,Divorced,10696,224616,6,Y,No,10,3,4,80,4,38,3,2,34,18,33,10
30,No,Travel_Frequently,1026,Research & Development,33,1,Marketing,1,913,4,Male,78,4,2,Research Director,1,Married,27689,470713,0,Y,Yes,11,4,1,80,1,24,4,2,18,4,7,18
42,Yes,Travel_Frequently,913,Human Resources,32,5,Technical Degree,1,914,3,Male,135,2,5,Healthcare Representative,4,Single,16007,480210,2,Y,No,23,3,4,80,1,2,2,1,1,1,1,1
31,No,Non-Travel,736,Sales,46,5,Medical,1,915,1,Female,170,2,4,Developer,2,Divorced,21044,210440,4,Y,Yes,1,3,1,80,3,6,3,1,1,1,1,1
23,Yes,Non-Travel,1476,Human Resources,38,2,Life Sciences,1,916,4,Female,156,4,4,Healthcare Representative,2,Divorced,47744,477440,8,Y,Yes,44,4,2,80,1,4,5,3,2,1,1,1
32,Yes,Travel_Frequently,248,Research & Development,11,2,Medical,1,917,4,Male,194,3,4,Developer,3,Divorced,1048,20960,8,Y,No,11,2,4,80,1,36,6,4,31,27,28,14
38,No,Travel_Rarely,970,Human Resources,9,3,Life Sciences,1,918,2,Male,92,3,2,Human Resources,2,Divorced,28241,536579,1,Y,Yes,5,2,2,80,3,29,2,1,3,1,3,3
29,No,Travel_Rarely,1012,Software,4,5,Medical,1,919,1,Male,80,4,3,Sales Executive,3,Single,37615,677070,5,Y,No,48,3,4,80,3,35,2,1,27,5,10,22
43,Yes,Travel_Rarely,353,Support,47,4,Other,1,920,2,Female,76,3,2,Developer,3,Married,49378,1333206,8,Y,No,35,3,1,80,3,35,1,3,22,15,4,10
37,Yes,Non-Travel,264,Sales,7,2,Human Resources,1,921,1,Male,68,1,3,Developer,1,Married,5474,76636,0,Y,No,19,2,3,80,3,40,6,1,33,2,7,31
20,Yes,Travel_Frequently,1343,Sales,33,4,Other,1,922,1,Male,150,3,5,Manager,1,Divorced,47656,619528,4,Y,No,38,4,4,80,1,3,1,3,1,1,1,1
49,No,Travel_Frequently,805,Human Resources,41,4,Technical Degree,1,923,3,Female,197,4,4,Human Resources,4,Divorced,43516,1044384,0,Y,No,41,2,3,80,3,13,5,3,2,2,2,1
53,No,Non-Travel,150,Research & Development,7,3,Medical,1,924,3,Female,138,3,1,Sales Executive,4,Single,39620,1069740,4,Y,Yes,16,4,1,80,1,29,2,2,11,10,5,3
40,No,Non-Travel,1327,Hardware,20,3,Other,1,925,2,Female,177,1,4,Manager,3,Divorced,19028,570840,2,Y,No,45,3,2,80,3,21,5,1,15,3,9,12
39,Yes,Travel_Frequently,1004,Software,18,5,Medical,1,926,4,Female,50,4,4,Sales Representative,4,Divorced,47322,757152,7,Y,Yes,29,4,3,80,1,24,4,3,20,17,10,12
57,Yes,Travel_Rarely,1394,Human Resources,38,5,Medical,1,927,2,Female,32,2,1,Developer,4,Divorced,20249,141743,4,Y,Yes,19,1,4,80,1,36,1,2,36,20,20,32
58,Yes,Travel_Frequently,751,Research & Development,23,3,Marketing,1,928,3,Male,87,3,2,Research Director,2,Married,6014,180420,6,Y,Yes,17,3,2,80,1,36,2,1,13,1,11,4
20,No,Travel_Rarely,880,Hardware,49,4,Medical,1,929,4,Female,42,1,1,Research Director,4,Married,13179,250401,2,Y,Yes,15,3,3,80,2,7,4,3,2,2,1,2
41,No,Travel_Frequently,1203,Sales,9,2,Marketing,1,930,1,Female,47,1,1,Manager,3,Married,8753,113789,0,Y,No,17,1,3,80,3,11,3,1,11,1,6,3
37,Yes,Travel_Frequently,673,Research & Development,36,2,Medical,1,931,1,Male,118,3,5,Research Scientist,4,Single,11086,155204,3,Y,Yes,25,3,1,80,3,4,5,1,4,1,1,1
28,Yes,Non-Travel,1240,Software,47,4,Technical Degree,1,932,3,Male,37,4,1,Research Scientist,2,Divorced,5102,117346,0,Y,No,4,4,1,80,3,2,6,2,1,1,1,1
36,Yes,Travel_Frequently,546,Sales,33,4,Life Sciences,1,933,2,Male,137,2,2,Healthcare Representative,2,Divorced,17648,141184,3,Y,No,26,1,2,80,4,17,6,1,8,2,7,1
54,Yes,Travel_Frequently,805,Human Resources,34,4,Human Resources,1,934,3,Male,152,4,2,Manufacturing Director,2,Single,33630,470820,0,Y,Yes,26,2,2,80,4,10,2,3,9,1,3,4
34,No,Travel_Frequently,309,Sales,39,1,Technical Degree,1,935,3,Female,87,1,4,Human Resources,2,Married,17160,343200,0,Y,No,38,2,4,80,2,40,6,1,18,1,18,5
53,No,Non-Travel,322,Research & Development,4,4,Marketing,1,936,2,Male,76,2,4,Research Director,2,Divorced,30385,455775,8,Y,No,39,4,3,80,1,6,3,4,1,1,1,1
33,Yes,Travel_Frequently,847,Human Resources,9,5,Life Sciences,1,937,3,Female,82,1,2,Sales Executive,2,Married,47753,955060,2,Y,No,4,2,2,80,4,25,2,3,13,5,3,3
32,No,Travel_Frequently,382,Sales,23,2,Medical,1,938,1,Female,116,3,4,Developer,1,Divorced,18022,180220,3,Y,Yes,26,2,3,80,1,33,5,3,12,6,12,3
25,No,Travel_Rarely,639,Research & Development,26,1,Technical Degree,1,939,4,Male,54,2,1,Manager,2,Single,6057,163539,3,Y,No,19,4,4,80,4,35,5,1,33,7,29,29
18,No,Non-Travel,1289,Research & Development,48,5,Other,1,940,4,Female,101,2,5,Developer,1,Single,42798,641970,4,Y,Yes,45,1,3,80,1,20,5,1,3,3,1,3
53,No,Travel_Frequently,486,Support,29,1,Life Sciences,1,941,3,Male,124,4,4,Manufacturing Director,1,Single,44248,132744,0,Y,No,39,2,4,80,4,15,5,1,4,2,1,3
18,No,Travel_Frequently,1057,Hardware,29,2,Medical,1,942,2,Female,128,4,2,Human Resources,1,Single,39096,1016496,2,Y,No,4,1,2,80,4,30,3,4,2,1,1,2
30,Yes,Travel_Frequently,127,Support,20,2,Other,1,943,2,Female,151,3,1,Developer,4,Single,32913,65826,1,Y,No,23,1,3,80,1,8,1,1,6,4,4,5
29,No,Travel_Frequently,526,Sales,9,1,Medical,1,944,1,Female,191,4,2,Human Resources,3,Single,13676,164112,0,Y,No,37,3,2,80,3,6,5,4,5,5,1,3
59,Yes,Travel_Rarely,176,Research & Development,40,4,Other,1,945,2,Female,98,2,2,Manufacturing Director,3,Divorced,25674,102696,8,Y,No,19,3,3,80,2,34,2,2,26,23,7,20
56,Yes,Travel_Rarely,888,Human Resources,22,3,Technical Degree,1,946,2,Female,192,3,4,Manager,3,Married,4345,126005,5,Y,Yes,4,1,2,80,3,24,3,2,14,11,10,9
52,Yes,Travel_Frequently,764,Software,31,3,Medical,1,947,1,Male,108,2,2,Manufacturing Director,3,Married,24008,600200,0,Y,Yes,15,2,4,80,3,30,4,4,27,9,2,6
31,No,Travel_Frequently,190,Sales,25,3,Marketing,1,948,4,Female,186,2,5,Human Resources,1,Married,30224,846272,5,Y,Yes,16,2,1,80,2,21,2,1,8,6,2,6
41,No,Non-Travel,1214,Human Resources,29,2,Other,1,949,2,Female,145,2,4,Laboratory Technician,1,Single,3197,73531,8,Y,Yes,38,1,4,80,4,33,2,1,25,24,6,14
32,Yes,Travel_Rarely,1417,Human Resources,41,5,Life Sciences,1,950,4,Male,64,4,4,Sales Executive,1,Divorced,13303,79818,4,Y,No,27,1,4,80,3,26,6,2,10,2,5,8
30,Yes,Travel_Rarely,1225,Software,1,5,Human Resources,1,951,1,Male,72,4,2,Developer,3,Married,22855,479955,7,Y,No,8,4,4,80,4,4,1,2,1,1,1,1
40,No,Non-Travel,215,Software,18,1,Technical Degree,1,952,2,Male,145,1,1,Sales Executive,2,Divorced,13482,310086,3,Y,No,25,4,1,80,1,9,6,3,4,4,4,3
33,Yes,Travel_Rarely,211,Software,26,1,Human Resources,1,953,1,Female,91,4,2,Laboratory Technician,2,Single,7954,206804,3,Y,Yes,4,2,3,80,2,25,4,1,25,23,13,13
36,Yes,Travel_Frequently,552,Research & Development,8,2,Life Sciences,1,954,2,Male,79,4,2,Research Director,3,Single,31762,921098,1,Y,No,39,3,1,80,3,28,3,4,7,5,1,6
20,No,Travel_Rarely,166,Human Resources,18,2,Other,1,955,3,Female,105,2,2,Healthcare Representative,3,Married,48801,1073622,6,Y,Yes,6,3,1,80,2,7,6,1,3,1,1,1
37,Yes,Travel_Frequently,484,Human Resources,45,2,Human Resources,1,956,4,Female,182,2,1,Manager,4,Married,48799,1024779,0,Y,No,14,3,3,80,4,8,3,2,6,1,5,5
22,No,Travel_Frequently,976,Software,22,3,Other,1,957,4,Male,84,1,1,Research Scientist,1,Single,30897,556146,4,Y,Yes,21,3,1,80,2,15,3,2,5,5,4,5
49,Yes,Travel_Rarely,1216,Support,6,5,Human Resources,1,958,1,Male,145,4,4,Manufacturing Director,1,Divorced,28493,541367,4,Y,No,49,2,4,80,1,18,5,2,12,7,2,4
41,Yes,Travel_Frequently,1287,Support,38,5,Technical Degree,1,959,3,Female,62,3,3,Sales Representative,2,Single,18115,72460,4,Y,Yes,15,3,3,80,3,13,1,4,10,6,9,9
50,No,Travel_Rarely,541,Human Resources,2,5,Other,1,960,3,Female,156,1,2,Manufacturing Director,1,Married,28800,115200,7,Y,Yes,23,3,2,80,1,1,3,1,1,1,1,1
36,Yes,Travel_Rarely,132,Support,1,2,Marketing,1,961,4,Male,61,3,1,Research Director,3,Divorced,25135,377025,8,Y,No,30,1,2,80,2,27,4,1,4,1,2,2
31,No,Travel_Rarely,728,Sales,17,5,Life Sciences,1,962,3,Female,149,1,4,Laboratory Technician,3,Single,24465,269115,5,Y,Yes,41,3,1,80,2,35,1,1,31,27,11,22
58,No,Travel_Rarely,523,Support,26,2,Medical,1,963,1,Male,196,2,2,Research Director,1,Divorced,27582,220656,5,Y,No,11,1,1,80,4,13,3,3,7,1,7,2
30,Yes,Travel_Frequently,1057,Sales,50,1,Marketing,1,964,3,Female,101,2,2,Developer,1,Divorced,8852,185892,7,Y,No,25,1,4,80,1,25,3,2,6,4,5,3
25,No,Travel_Rarely,1108,Hardware,34,3,Life Sciences,1,965,2,Male,126,2,3,Laboratory Technician,1,Married,20781,270153,7,Y,No,7,4,2,80,4,11,4,1,6,1,2,2
58,No,Non-Travel,154,Sales,27,4,Technical Degree,1,966,2,Male,57,1,3,Developer,4,Single,4563,68445,0,Y,Yes,29,1,3,80,1,3,5,2,3,3,3,3
26,No,Travel_Frequently,208,Research & Development,48,4,Technical Degree,1,967,4,Female,101,4,5,Research Director,4,Single,50600,1467400,1,Y,Yes,27,4,1,80,2,39,5,2,10,1,9,5
37,Yes,Non-Travel,1449,Hardware,44,1,Technical Degree,1,968,4,Male,176,3,3,Research Director,2,Divorced,25036,100144,0,Y,Yes,29,3,4,80,4,1,2,4,1,1,1,1
59,Yes,Travel_Rarely,452,Human Resources,31,5,Human Resources,1,969,4,Female,101,2,5,Manufacturing Director,1,Divorced,2290,2290,1,Y,No,31,1,1,80,3,6,2,4,5,3,4,4
44,No,Non-Travel,1390,Hardware,39,3,Technical Degree,1,970,4,Female,63,2,1,Sales Executive,4,Single,41806,167224,4,Y,No,16,2,4,80,2,5,5,1,3,3,1,3
24,Yes,Non-Travel,1173,Research & Development,42,4,Marketing,1,971,2,Female,85,4,2,Healthcare Representative,1,Single,45773,1190098,3,Y,No,48,2,1,80,3,25,2,1,24,12,7,21
51,Yes,Travel_Rarely,641,Hardware,33,5,Medical,1,972,1,Male,157,2,5,Healthcare Representative,2,Divorced,24616,393856,3,Y,Yes,1,4,1,80,4,21,6,2,10,10,2,3
18,No,Non-Travel,1127,Hardware,12,5,Human Resources,1,973,3,Male,160,3,2,Sales Representative,1,Divorced,48311,434799,1,Y,Yes,8,4,3,80,4,34,4,2,29,17,5,25
29,Yes,Travel_Rarely,405,Software,2,3,Medical,1,974,4,Male,97,4,5,Manufacturing Director,1,Divorced,34067,783541,6,Y,Yes,16,2,2,80,2,17,4,2,13,13,10,11
58,Yes,Travel_Frequently,796,Research & Development,33,1,Life Sciences,1,975,1,Female,194,4,2,Sales Executive,4,Single,28002,224016,8,Y,Yes,18,3,3,80,4,8,3,1,8,3,4,6
54,No,Travel_Rarely,984,Support,15,5,Other,1,976,4,Female,152,1,4,Healthcare Representative,3,Married,9002,216048,4,Y,No,44,1,4,80,1,1,4,4,1,1,1,1
24,No,Non-Travel,920,Research & Development,35,3,Other,1,977,3,Female,131,3,2,Manager,2,Single,34023,340230,1,Y,Yes,17,1,3,80,1,1,3,1,1,1,1,1
47,Yes,Travel_Frequently,434,Software,49,1,Technical Degree,1,978,4,Male,51,3,4,Sales Representative,2,Single,3292,55964,2,Y,Yes,45,2,1,80,4,6,1,4,3,2,2,3
48,Yes,Travel_Frequently,1213,Software,26,5,Marketing,1,979,3,Female,139,1,2,Human Resources,4,Divorced,2081,2081,5,Y,No,14,1,2,80,1,11,3,3,8,4,4,8
35,No,Non-Travel,1318,Software,12,1,Technical Degree,1,980,1,Female,176,4,2,Laboratory Technician,1,Single,39229,196145,4,Y,Yes,38,1,2,80,2,27,5,2,3,2,1,2
21,No,Travel_Rarely,835,Hardware,41,1,Medical,1,981,3,Male,36,1,2,Research Director,2,Married,45984,965664,5,Y,Yes,6,4,1,80,1,6,5,2,1,1,1,1
56,Yes,Non-Travel,314,Sales,1,5,Other,1,982,3,Male,61,1,1,Developer,4,Single,7215,101010,7,Y,No,17,2,4,80,2,35,5,4,10,9,2,3
39,Yes,Non-Travel,1064,Software,3,3,Human Resources,1,983,1,Female,112,1,1,Sales Executive,3,Divorced,8792,254968,5,Y,No,25,3,2,80,2,26,3,1,25,11,4,21
44,Yes,Travel_Rarely,188,Software,50,5,Technical Degree,1,984,3,Male,105,2,3,Laboratory Technician,4,Married,3916,31328,0,Y,Yes,48,1,3,80,3,27,5,4,2,1,2,2
19,Yes,Non-Travel,1216,Human Resources,10,2,Other,1,985,4,Female,163,1,5,Healthcare Representative,4,Married,9471,151536,8,Y,Yes,10,3,4,80,4,28,1,2,22,16,16,6
38,No,Travel_Frequently,1379,Research & Development,28,2,Marketing,1,986,2,Male,139,4,5,Developer,2,Divorced,13585,366795,8,Y,Yes,6,3,2,80,3,32,5,3,29,14,27,4
35,No,Non-Travel,198,Sales,35,3,Marketing,1,987,1,Male,111,3,4,Manager,1,Married,33494,100482,0,Y,Yes,3,1,1,80,4,32,6,1,3,2,1,3
51,Yes,Travel_Rarely,813,Software,7,5,Life Sciences,1,988,1,Male,185,4,3,Manufacturing Director,2,Divorced,49739,348173,6,Y,Yes,45,3,3,80,3,18,3,4,7,1,4,7
37,Yes,Travel_Frequently,1020,Human Resources,26,3,Life Sciences,1,989,1,Male,159,1,5,Research Director,4,Divorced,28326,254934,6,Y,No,28,4,3,80,2,12,1,3,10,8,9,7
38,No,Non-Travel,697,Software,34,5,Life Sciences,1,990,1,Female,189,1,4,Human Resources,2,Married,36874,405614,5,Y,Yes,22,3,1,80,3,29,6,1,7,5,3,3
20,No,Travel_Rarely,533,Support,6,5,Technical Degree,1,991,2,Male,164,4,2,Sales Representative,1,Divorced,27223,490014,1,Y,Yes,21,3,4,80,1,39,3,1,33,6,4,30
25,Yes,Travel_Frequently,998,Human Resources,21,1,Marketing,1,992,4,Male,49,1,2,Healthcare Representative,4,Married,24401,122005,4,Y,No,27,4,3,80,3,37,5,3,24,22,1,16
21,Yes,Travel_Rarely,256,Support,9,5,Life Sciences,1,993,4,Male,37,1,3,Healthcare Representative,4,Divorced,37299,671382,1,Y,No,12,3,4,80,1,17,1,2,9,8,6,6
28,No,Travel_Rarely,1466,Support,39,5,Marketing,1,994,4,Male,72,3,2,Sales Executive,2,Married,37504,825088,0,Y,Yes,48,2,1,80,3,28,3,2,16,3,10,12
28,Yes,Travel_Rarely,246,Sales,50,2,Life Sciences,1,995,2,Female,77,4,3,Manufacturing Director,3,Divorced,40280,684760,6,Y,No,39,3,1,80,4,15,4,2,2,1,1,2
21,No,Travel_Frequently,201,Research & Development,13,2,Marketing,1,996,4,Female,165,1,1,Manager,3,Single,32097,674037,5,Y,Yes,24,4,2,80,2,11,1,3,9,8,9,6
31,Yes,Non-Travel,1354,Sales,9,1,Technical Degree,1,997,1,Male,41,4,3,Laboratory Technician,1,Single,16894,152046,3,Y,No,20,4,4,80,2,4,5,1,3,1,1,1
46,No,Travel_Frequently,1345,Support,36,4,Life Sciences,1,998,3,Male,49,4,5,Manager,3,Single,33565,335650,0,Y,Yes,36,4,4,80,2,28,1,3,14,2,12,14
55,No,Travel_Rarely,939,Support,49,2,Technical Degree,1,999,2,Female,85,2,5,Research Scientist,4,Married,18329,256606,8,Y,Yes,44,4,1,80,1,17,3,2,3,2,3,3
30,No,Travel_Rarely,1350,Software,15,4,Life Sciences,1,1000,1,Female,79,3,1,Human Resources,2,Married,1487,4461,4,Y,Yes,44,4,2,80,2,24,2,2,9,9,9,3
45,Yes,Non-Travel,1094,Hardware,11,5,Marketing,1,1001,3,Male,198,1,2,Developer,1,Divorced,20707,517675,1,Y,No,31,3,3,80,3,37,6,4,3,3,2,2
53,Yes,Travel_Frequently,755,Support,2,2,Life Sciences,1,1002,1,Female,75,4,3,Research Director,1,Divorced,25027,425459,6,Y,Yes,21,3,3,80,3,25,3,4,10,2,7,9
20,Yes,Non-Travel,1132,Software,48,2,Life Sciences,1,1003,1,Female,177,4,3,Laboratory Technician,1,Divorced,10989,175824,4,Y,Yes,43,2,3,80,4,22,3,1,20,13,16,9
42,No,Travel_Rarely,404,Human Resources,25,5,Medical,1,1004,1,Female,127,1,4,Manufacturing Director,3,Married,16162,129296,5,Y,No,46,4,3,80,1,7,2,4,3,1,1,3
40,No,Non-Travel,1090,Sales,2,2,Marketing,1,1005,4,Female,96,2,5,Sales Representative,1,Single,15277,443033,1,Y,Yes,23,4,4,80,2,19,3,1,13,10,10,11
40,Yes,Travel_Frequently,315,Support,31,3,Life Sciences,1,1006,1,Male,161,1,1,Manufacturing Director,3,Single,30467,761675,8,Y,Yes,45,1,4,80,2,22,5,1,17,11,13,6
46,Yes,Travel_Rarely,1323,Research & Development,24,3,Marketing,1,1007,1,Female,145,4,2,Research Scientist,1,Single,42927,643905,7,Y,No,21,1,2,80,4,5,1,1,4,2,2,4
44,No,Travel_Rarely,1475,Support,7,5,Human Resources,1,1008,1,Male,105,3,2,Developer,1,Married,7612,60896,8,Y,Yes,17,1,3,80,2,31,5,1,29,17,9,18
36,No,Non-Travel,412,Sales,2,5,Technical Degree,1,1009,2,Female,65,1,4,Laboratory Technician,1,Married,32424,389088,1,Y,Yes,9,2,1,80,4,29,2,1,6,2,2,4
34,Yes,Travel_Rarely,1432,Sales,18,3,Human Resources,1,1010,3,Male,90,3,4,Developer,1,Single,36283,362830,5,Y,Yes,44,2,3,80,4,4,4,4,2,1,2,1
56,Yes,Travel_Frequently,988,Hardware,29,5,Technical Degree,1,1011,1,Female,193,3,5,Manufacturing Director,2,Divorced,47452,711780,7,Y,No,13,2,2,80,4,23,1,3,6,6,2,1
21,Yes,Travel_Rarely,1488,Hardware,17,5,Marketing,1,1012,4,Female,35,4,3,Sales Executive,1,Married,10698,288846,2,Y,No,18,4,3,80,3,10,2,2,1,1,1,1
21,No,Travel_Rarely,1170,Human Resources,7,5,Technical Degree,1,1013,1,Male,182,4,3,Sales Representative,3,Single,34095,170475,0,Y,No,46,2,2,80,3,40,6,4,16,14,1,13
20,No,Travel_Frequently,242,Software,16,5,Life Sciences,1,1014,3,Female,35,4,4,Laboratory Technician,4,Single,8415,143055,0,Y,No,46,2,3,80,4,16,1,2,16,16,6,2
27,No,Travel_Frequently,135,Hardware,34,5,Marketing,1,1015,2,Male,43,3,4,Research Scientist,2,Divorced,12611,163943,1,Y,Yes,40,4,1,80,3,33,6,4,16,7,11,3
19,No,Travel_Rarely,401,Human Resources,34,5,Marketing,1,1016,1,Male,119,1,2,Healthcare Representative,3,Married,31618,758832,8,Y,Yes,40,3,1,80,4,17,6,2,9,9,3,9
21,Yes,Travel_Frequently,432,Sales,45,3,Life Sciences,1,1017,4,Male,172,4,5,Healthcare Representative,2,Divorced,39710,873620,2,Y,No,44,2,2,80,4,32,5,3,6,3,1,2
48,No,Travel_Rarely,102,Sales,48,5,Medical,1,1018,3,Male,197,2,5,Research Scientist,1,Divorced,16562,397488,0,Y,No,36,4,4,80,1,33,3,1,32,30,24,10
43,No,Travel_Frequently,1210,Sales,42,4,Medical,1,1019,2,Male,144,3,5,Research Scientist,4,Divorced,39781,556934,7,Y,Yes,0,1,1,80,3,40,4,1,7,4,5,5
39,No,Non-Travel,568,Software,9,2,Life Sciences,1,1020,1,Male,56,1,2,Sales Representative,1,Divorced,28377,312147,7,Y,Yes,19,2,4,80,3,8,2,2,7,6,3,4
45,No,Non-Travel,717,Support,43,1,Technical Degree,1,1021,1,Male,34,1,3,Research Director,3,Single,16001,400025,6,Y,No,45,4,3,80,4,15,4,4,12,10,9,10
49,Yes,Travel_Frequently,630,Sales,33,5,Marketing,1,1022,1,Female,134,1,5,Sales Representative,3,Single,20902,501648,7,Y,Yes,24,3,4,80,4,16,1,2,12,9,6,4
53,Yes,Non-Travel,139,Hardware,15,5,Marketing,1,1023,1,Male,183,4,1,Healthcare Representative,4,Divorced,14761,265698,3,Y,No,30,4,1,80,4,11,2,3,7,4,6,4
32,Yes,Travel_Frequently,855,Support,22,4,Life Sciences,1,1024,4,Male,104,2,3,Research Director,4,Single,3754,45048,7,Y,No,16,2,3,80,4,33,1,3,2,2,1,1
45,No,Non-Travel,1208,Sales,7,1,Marketing,1,1025,2,Male,200,3,1,Manufacturing Director,3,Single,29358,146790,1,Y,Yes,15,2,3,80,1,40,3,2,14,13,12,4
52,Yes,Travel_Rarely,1095,Human Resources,31,1,Human Resources,1,1026,3,Female,194,4,4,Research Scientist,4,Married,21308,63924,7,Y,Yes,37,3,1,80,2,7,1,2,5,5,1,3
29,Yes,Non-Travel,149,Research & Development,7,5,Other,1,1027,4,Female,31,2,2,Sales Executive,1,Married,41370,951510,1,Y,No,27,2,2,80,1,4,2,3,2,1,2,2
33,Yes,Travel_Rarely,906,Sales,1,1,Marketing,1,1028,3,Male,138,4,3,Research Scientist,2,Single,10774,204706,7,Y,Yes,14,2,2,80,4,29,4,3,10,1,2,3
58,Yes,Travel_Frequently,540,Sales,18,5,Other,1,1029,1,Male,199,2,4,Human Resources,1,Divorced,10675,170800,0,Y,Yes,44,3,3,80,3,39,6,1,29,29,29,15
18,Yes,Travel_Rarely,1356,Hardware,41,3,Medical,1,1030,3,Female,79,2,4,Human Resources,2,Divorced,19073,572190,5,Y,Yes,19,2,3,80,4,4,3,1,4,3,1,2
49,No,Travel_Frequently,705,Sales,15,1,Life Sciences,1,1031,1,Male,54,1,4,Manager,4,Single,37536,150144,4,Y,No,31,4,4,80,1,27,6,1,10,8,5,3
44,Yes,Travel_Frequently,157,Hardware,10,1,Other,1,1032,2,Female,119,3,4,Human Resources,4,Divorced,20675,475525,0,Y,No,22,1,2,80,1,4,5,4,4,2,1,3
59,No,Travel_Frequently,1327,Software,35,3,Technical Degree,1,1033,3,Female,91,4,2,Research Director,1,Single,32691,261528,3,Y,Yes,11,3,3,80,1,22,1,4,12,10,5,7
36,No,Non-Travel,358,Support,16,1,Other,1,1034,2,Female,189,1,4,Sales Executive,4,Divorced,41121,411210,3,Y,Yes,38,2,4,80,4,32,2,4,12,8,8,4
50,Yes,Travel_Rarely,821,Sales,42,5,Life Sciences,1,1035,3,Female,91,1,4,Developer,4,Single,43893,570609,3,Y,No,20,3,3,80,2,19,6,4,11,5,4,6
25,Yes,Travel_Rarely,1409,Software,42,3,Life Sciences,1,1036,4,Female,90,2,4,Developer,3,Married,3375,50625,4,Y,Yes,39,1,3,80,2,8,6,1,1,1,1,1
36,Yes,Travel_Frequently,1033,Software,11,1,Life Sciences,1,1037,1,Male,75,3,2,Sales Representative,2,Divorced,49833,1195992,7,Y,No,12,3,4,80,1,11,6,2,2,2,1,2
50,Yes,Travel_Frequently,567,Hardware,44,4,Medical,1,1038,2,Female,103,1,2,Sales Representative,3,Divorced,26732,133660,5,Y,Yes,12,4,4,80,4,1,2,3,1,1,1,1
